texto,produto,fonte_promocao,aspecto,aspecto_detectado,sentimento_aspecto,sentimento_previsto,fonte_classificacao,absa_resultado,absa_correto
NBo é 8 cor que eu pedi Eu pedi branco e veio amarelo,Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,bertimbau,qualidade:negativo,True
"Qualidade: chegou quebrado, embslagem amassada Funcionamento: mas preparou 0 avo direttinho",Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,lexico,qualidade:negativo,True
Produto: tem diferente da descriglo ‘Veto na cor azul. Ndo estava na discriminaco que vtia cor aleatrio.,Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,bertimbau,qualidade:negativo,True
Me decepcionel...Ela cozinha ovos mas eles estouramm,Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,bertimbau,qualidade:negativo,True
Produto velo com a caixa toda aberta e rasgade svenadasivasantos007 [NBo velo o que comprei_veiofaltando peca mmes228 156 Produto recebido.com avaria ooezarmantinsdossant766 Prodito: Nem éiferente da descrigso ‘Muito pequeno achel que ers mais mais &prético,Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,lexico,qualidade:negativo,True
Produto: tem com defeito/danificado 0 produto velo danificado e com a calxa amassada ‘owe,Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,lexico,qualidade:negativo,True
Produto: Bara qualidade ‘Veo faltando uma pega Or.,Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,lexico,qualidade:negativo,True
"Produto: tem com defeito/danificado velo quebrado ‘Severonnanny Demora um absurde para cozinhar SS dekererse Velo rosa Se forse brance ficariasatisfeta,",Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,lexico,qualidade:negativo,True
"Ame! parabéns. ‘Muito pequens 70260503 09:3 | Vragde:COZEDOR 2 ANDARES 110Y ‘nda ndo testi, mas acaixa chegou desta formal!",Cozedor de Ovos 3 Andares,Double Date,qualidade,entrega,neutro,positivo,bertimbau,entrega:positivo,False
"J4 60 segundo que eu compro é mals uma vez @ embalagem chegou totalmente destruids, oq éuma pena, pq a intencio desea vez era dar de presente, Ainds nem testelo| primero, pq dependendo da cor eu ila trocar no presente, mas dessa vez também nBo velo @ cor @eu queria, entBo vou ficar com meu primeiro mesmo qé azul. Houve ume ‘confusio com a entrega # eu cheguela pedir reembolso, mas acabei cancelando, pq hj ele fol entregue normalmente.",Cozedor de Ovos 3 Andares,Double Date,qualidade,entrega,negativo,neutro,lexico,entrega:neutro,False
"Teste! endo gostei, informavague serve pare fazer legumes no vapor, 0 que no é verdade,além dos cheitos ve misturarem, ficando os legumes ressecados e mudarem de ‘cor, tornando impossivel comer, por causa do chiro. ‘Mas para cozinhar ovos & mals ou menos, porque ele no desliga sozinho, quando acabs a gua ou se tem far viglando para no torrar 0s ovos, Produto Baixe qualidade Infelizmente ndo ¢ to eficaz como eles propdem na propaganda, Ele serve para cozinhar apenas 6 ovos. As pegas que d3o mais nveis a0 cozedor é enganoso, pois © ‘aquecedor ndo suporta mals gue e ele seca em 7 minutos a égua do prato de inox edesliga, entBo nBo ¢ vidvel outos andares, Propagande enganosa! Produto ineficaz! ‘gecelanamaradesourale",Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,neutro,positivo,lexico,qualidade:positivo,False
eonome das pessoas que podem pegat apeser de tudo o entregador entrou em contato comigo Mas eu dexelavisado com vendedor as pessoas que podiem pegat eas a Sia) paar 507,Cozedor de Ovos 3 Andares,Double Date,entrega,entrega,neutro,positivo,bertimbau,entrega:positivo,False
"Produto- Mem diferente da descricgo,Baixe qualidade Produto diferente que pedi. Pedi a branca velo amarelo, Achei que era maior, mas & bem pequen. E bem fda fora que chegou em uma caixa toda estourada no sei como {uncionou, Os vendedores néo tem cuidado nenhum de embalar, nem colocar em um pldstice lhe",Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,neutro,negativo,bertimbau,qualidade:negativo,False
"Produto: Mem com defeto/danificado (0 produto estéfuncionande, porém chegou todo amassado ea tampa estétrincada, a muito tempo compro na Shopee esta fo a primeira vez que recebi uma encomenda toda detonada",Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,lexico,qualidade:negativo,True
"Pedi para dar de presente de amigo secreto e chegou com a embalager toda danificada. Veio embalado num saco plastico sem protecio nenhuma. Poderiam ter colocado dentro de outra caixa para proteger melhor unio gostei da corna compra no dava opcio de cores porém apareciabranco na descrigo. a fall ao vendedor se possivel me manda amarelo se no abranca mesmo. ‘ime mands azul macnacors13| ‘ecto: Nem com defeto/danficado Puro descaso, o produto é born porém o vendedor nem se deu ao trabalho de proteger minimamente as caixas. la ser presente de natal mas sem condigées nessas cembalagens. Péssimo mesmo.",Cozedor de Ovos 3 Andares,Double Date,qualidade,entrega,negativo,negativo,lexico,entrega:negativo,False
"No aniincio néo fala que poderé vr 00 cor.. para mim seria branco... No goste, pols no combina com nada na minha cozinha.. No usei ainda p saber se é boa,",Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,positivo,lexico,qualidade:positivo,False
"pacote saiu do Rio de Janeiro veio para Séo Paulo fol para Manaus voltou para Sao Paulo e chegou na minha casa... aff. demorou... vou verse funciona,",Cozedor de Ovos 3 Andares,Double Date,qualidade,entrega,negativo,negativo,lexico,entrega:negativo,False
"Veio molhado no vou nem pedir reembolso porque nem responderem vo! ‘As tramportadoras so péssimas,como esté na minha caixa ,alguém veio sentado em cimat",Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,lexico,qualidade:negativo,True
Achei que fosse maior pra ovo bom mas pra de mais coisas jf é pequeno acortbm no me agradou achei queria vim um branco venho azul no testel ainda Prosuio: Nem com defete/dandicado Eu compre! para dar de presente infelizmente velo quebrada a cata toda damantela e amassada ‘hagomogahertonseca wee oie ‘Acai chegou tode amassada e velo com uma protesSo de uma sacola Vou testa e verse o produto ndo danificou.,Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,neutro,neutro,lexico,qualidade:neutro,True
"rogue: tem diferente da descrigfo ‘Acaixa velo bem amassada eo produto chegou na cor rosa, diferente da foto do andncio que era na cor branca. ‘Qualidade’ eles chegaram com as calxas todas resgadas Funeionamento: eu ainda ndo teste! (O meu veio com uma bandeja quebrada! De resto parece que esté funcionando. Achei muito pequeno ¢o fio curto",Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,lexico,qualidade:negativo,True
"Ele bom tested até com verdura ‘6 que! chatesds que pedo branco vel um azul horrivel »entregs fl répido vodut tem diferente da descrigdo Um problema & que no cabe a mesma quantidade quando 0s ovos so Jumbo, $63 em cada andar \Vevo quebrado no designer. Mas nio t strapsthando o.us0, gue na tomada © esquentou . ‘cel que ers mir, ache! rg, no velo bem embslado ind no test,",Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,neutro,lexico,qualidade:neutro,False
"Achel que era maior, achel frag, no velo bem embalado, ainda no teste,",Cozedor de Ovos 3 Andares,Double Date,qualidade,entrega,negativo,positivo,lexico,entrega:positivo,False
"CChegou muito répido, funciona bem. Infelizmente veio um pratinho quebrado. Recebi antes do prazo, entregador muito educadolO problema & que 0 produto no funciona como anunciado,Iiguo e menos de 30 segundos desliga, a voltagem & ‘compativel, mas ndo cozinha nada, nem esquenta o aparelho.Jé testel viras vezes e dias diferentes, Tive que cozinhar os oves tadicionalmente, como postei nas fotos. ‘Me sentido enganadal @ 'NBo recomendo!",Cozedor de Ovos 3 Andares,Double Date,entrega,entrega,negativo,positivo,lexico,entrega:positivo,False
ovo fice cru nae e eo dez minutos tem q por duse vezes a] a,Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,bertimbau,qualidade:negativo,True
"Produ: tem com defeito/danificado Nao funciona. No esquenta a ponto de cozinhar oves Eu compre branco e mandaram rosa, SIMPLESMENTE HORROROSO. CAIA CHEGOU TODA DESTRUIDA. Qualidade: Rim Legumes: Demora para cozinhar e tem que ficarrepondo a égua. Péssimo f9cozinhar os ovos. Dé muita bagunea. Testel virias vezes e no deu certo. Nie cecomendo.",Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,lexico,qualidade:negativo,True
"slidade Rum Legumes: Demora para cozinhar e tem que ficar repondo a égua. Péssimo para cozinhar os ovos. Dé muita bagunea. Teste vias vezes e ndo deu certo, Produto. Nem aiferente da descrigdo Ped! o branco, e me enviaram 0 amarelo. Se fosse para Secor alestoris eu pagaris mais berato, Nem para avisar. Ainda sem nenhuma proteedo, sabendo como ¢ 0 “Cuidado” ‘com as entregas...No geral fol rdpido a entrega e esté funcionando bem. Os produtos da China sio excelentes. Por isso prefiro comprar no Alexpress! edi o modelo branco,eforcel o pedido dizendo que queria branco me enviaram rosa vou devolve, ‘owe ‘wautzals ‘Velo funcionando, porém multo mal embalado. A Calxa chegou destruda, Por isso no recomendo ‘oso Mem diferente da deserigSo Soli! branca velo rosa é poesia Produo: Nem com dfeito/daniicado Produ Mem com éefeto/danificedo",Cozedor de Ovos 3 Andares,Double Date,qualidade,entrega,neutro,positivo,lexico,entrega:positivo,False
"Produte: Nem diferente da descri¢lo ‘Comprei cor branca e velo amarela eno,",Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,bertimbau,qualidade:negativo,True
"Produto: Ndo é a marca do pedido Eu pedi brenco e velo amarelo ‘p8tan2pt 02501-14043 Esperava mais do produto, nfo cozinha bem.",Cozedor de Ovos 3 Andares,Double Date,qualidade,qualidade,negativo,negativo,bertimbau,qualidade:negativo,True
Produto: tem diferente da descriglo Pedi branco velo rosa fe Gu ‘marigesmenassa ‘Achel muito fei ve our ‘Nao cozinha dirito fe our Chegou ve ou?,Cozedor de Ovos 3 Andares,Double Date,qualidade,entrega,negativo,negativo,bertimbau,entrega:negativo,False
"O produto decente, mas a procedéncia do material passa um sentimento de barato e descartével...",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,negativo,bertimbau,qualidade:negativo,False
Conforto: normal Qualidade do som: Dé pra ouvir misica,Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,neutro,lexico,qualidade:neutro,True
"Conforto: ele encaixa bem, consigo virar de lado Qualidade do som: @ som ébom eé alto ‘Abateria dele dura, em média, 1h 2 1h30, porém ele chegou em 70% entio acredito que deva demorar um pouco mais para",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,positivo,lexico,qualidade:positivo,False
produto chegou antes do prazo chegou tudo certinho m: a =,Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,entrega,neutro,positivo,lexico,entrega:positivo,False
Chegou certinho! Mas o som é bem agudo como comprei 3 unidades vou trocar o alto-falante de um deles para ver se fica melhor,Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,entrega,neutro,positivo,bertimbau,entrega:positivo,False
"Conforto: muito bom , gostei bastante Qualidade do som: 0 som também é bom , muito bom, fiquei satisfeito",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,positivo,positivo,lexico,qualidade:positivo,True
"Chegou antes do prazo Perfeitas condigdes Parecido com anincio Valor acessivel ‘Obs: 0 som é mas ou menos como; se vc botasse a mao na boca e falasse, sai meio seco sei, Desens ae",Fone de Ouvido Bluetooth E6S TWS,Double Date,preço,entrega,neutro,positivo,lexico,entrega:positivo,False
Conforto: bom Qualidade do som: bem alto s6 no tem muita qualidade e descarrega répido,Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,positivo,lexico,qualidade:positivo,False
"Conforto: nd encaixa muito bem ,cai toda hora pois meu ouvido pequeno mas pelo prego é razoével! Qualidade do som: no achel to bom mas quebra o galho Chegou bem embalado mas a parte da borracha estava solta ¢ 0 miolo aparecendo, mas resolvil Descarrega muito répido ! 0 meu de fio 2 qualidade etc bem superior a esse mas tudo bem! Obrigada 20 vendedor e ao shopee ! Ves no tem culpa desses produtos da CHINA! KKKK",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,positivo,lexico,qualidade:positivo,False
pedido chegou bem rapido e parecia ser bom de inicio mas por lgum motivo a bateria no passa de 70°/ chega nesse ponto ele para de carregar fora isso é bom gostaria de saber o que podem fazer pra corrigirisso,Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,entrega,neutro,positivo,lexico,entrega:positivo,False
"chegar, mas ele ¢ igual ao snuncio e entregaram dentro do prazo, se funcionasse perfeitamente super recomendaria",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,entrega,neutro,positivo,lexico,entrega:positivo,False
Porém logo apés 0 prazo de devolugo um dos fones nio funciona mais por mal contato.,Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,entrega,neutro,negativo,bertimbau,entrega:negativo,False
"som é alto, e os botdes vieram funcionando ok, porém no primeiro uso jé chiou bastante, no sei porque.",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,neutro,lexico,qualidade:neutro,True
"Produto é até razoavel, a se comparar pelo prego, valeu a compra",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,positivo,positivo,lexico,qualidade:positivo,True
Bom custo x beneficio mas material fragil. No compraria novamente.,Fone de Ouvido Bluetooth E6S TWS,Double Date,preço,preço,negativo,positivo,lexico,preço:positivo,False
"Bonzinho mas o material ede segunda. Mas funciona,",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,positivo,bertimbau,qualidade:positivo,False
"Conferte: bom Qualidade do som: boa [Nao avalio 5 estrelas porque descarrega muito répido, dura 30 a 40mit no méximo.",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,positivo,lexico,qualidade:positivo,False
Qualidade do som: 0 som parece abafado Conforto: e bem confortavel Gostei mas o fio e meio curto Pelo prego e bom,Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,positivo,lexico,qualidade:positivo,False
"produto bom, o valor é alto mas a bateria dura 30 min.descarrega muito répido.",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,positivo,lexico,qualidade:positivo,False
"onforto: felo estragado, Qualidade do som: mas pelo prego. [Nao vale apena tentar trocar",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,negativo,lexico,qualidade:negativo,False
"Abateria dura muito pouco, mais compensa igual pelo valor, pra uma caminhada no MT longs ou ligagdo",Fone de Ouvido Bluetooth E6S TWS,Double Date,preço,preço,neutro,positivo,bertimbau,preço:positivo,False
"trava.n sel se fol um defeito mas pra mim esta desse jelto. fora isso de boa..carrega rapido ‘essa questéo da conexo me decepcionou bastante.eu sempre vou trabalhar de moto ouvindo misica, nem da pra ouvir..picota",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,entrega,neutro,neutro,lexico,entrega:neutro,False
Conforto: mais ou menos Qualidade do som: é muito bom,Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,positivo,positivo,lexico,qualidade:positivo,True
"Conforto: super confortavel encaixa bem na orelha, Qualidade do som: 0 som é muito bom Porém a bateria acaba muito rapido, no gostel walisonantniosoaresrocha",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,positivo,lexico,qualidade:positivo,False
Produto no tem bateria [| muito resistente mas bonzinho condizente com 0 preco,Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,positivo,lexico,qualidade:positivo,False
"Qualidade do som baixa , pelo preco vale a pena,, espero que dure um pouco.",Fone de Ouvido Bluetooth E6S TWS,Double Date,preço,preço,neutro,positivo,bertimbau,preço:positivo,False
"Qualidade do som: 0 som no é dos melhores, porém é bem alto.",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,positivo,bertimbau,qualidade:positivo,False
"Qualidade de éudio no muito boa e bateria com pouca duragao. Porém, considerando o valor, acaba sendo uma boa opcdo.",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,neutro,positivo,lexico,qualidade:positivo,False
Qualidade do som © produto velo com defeito e no carrega no carregador . No funciona,Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,negativo,negativo,lexico,qualidade:negativo,True
"Conforto: razoavel, n é to confortavel Qualidade do som: bem alto,bom som Chegou bem antes do prazo e pelo prego ta otimo, n é muito confortavel no ouvi",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,entrega,positivo,positivo,lexico,entrega:positivo,False
"onforto: macio ,isola ruidos Qualidade do som: som n muito bom, mas e alto Pelo valor ate compensa , mas ele cai toda hora do pescogo e012 a 005",Fone de Ouvido Bluetooth E6S TWS,Double Date,preço,qualidade,neutro,positivo,lexico,qualidade:positivo,False
Qualidade do som: e pelo valor vale mas o son é meio arranhado,Fone de Ouvido Bluetooth E6S TWS,Double Date,preço,qualidade,neutro,neutro,bertimbau,qualidade:neutro,False
"Veio bem embalado, o som é meio abafado, nao é muito alto. Mas quebra um galho e pelo preco esta étimo @",Fone de Ouvido Bluetooth E6S TWS,Double Date,preço,preço,neutro,positivo,lexico,preço:positivo,False
"Comprei dois de modelos diferentes e ndo gostei quem gosta de escutar musica com grave,batida Nei compre e s6 dinheiro jogado ""ea TZ | ak",Fone de Ouvido Bluetooth E6S TWS,Double Date,preço,qualidade,negativo,positivo,lexico,qualidade:positivo,False
"So lindos, apenas ndo funcionaram no meu celular. Ento, ndo adiantou a compra. Lamento!",Fone de Ouvido Bluetooth E6S TWS,Double Date,qualidade,qualidade,negativo,positivo,lexico,qualidade:positivo,False
